"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName"
,"33893230_5","33893230","serotonin reuptake inhibitor",,"NULL","NULL",,,"poor survival",0.17,0.06,0.46,"hazard ratio (HR)",,,1,"MSA"
,"33893230_6","33893230","time to diagnosis",,"NULL","NULL",,,"decreased survival period",5.82,2.94,11.49,"hazard ratio (HR)",,,1,"MSA"
,"34132390_1","34132390","anxiety",,"NULL","NULL",,,"excessive daytime sleepiness and use of sleep medicine",3.01,1.43,6.31,"odd ratio (OR)",,,1,"MSA"
,"34132390_2","34132390","excessive daytime sleepiness",,"NULL","NULL",,,"fatigue",2.7,1.23,5.9,"odd ratio (OR)",,,1,"MSA"
,"34132390_3","34132390","sleep medicine",,"NULL","NULL",,,"fatigue",3.58,1.39,9.24,"odd ratio (OR)",,,1,"MSA"
,"34325703_2","34325703",,,"NULL","NULL",,,,1.51,1.23,1.86,"odd ratio (OR)",,,1,"MSA"
,"34325703_3","34325703","enlarged sylvian fissures",,"NULL","NULL",,,"idiopathic normal pressure hydrocephalus",6.01,1.42,25.4,"odd ratio (OR)",,,1,"MSA"
,"34325703_4","34325703","enlarged sulci",,"NULL","NULL",,,"idiopathic normal pressure hydrocephalus",10.18,1.89,55.02,"odd ratio (OR)",,,1,"MSA"
,"34455210_1","34455210","the genotype variation v393a of the coq2 gene",,"NULL","NULL",,,"multiple system atrophy",2.12,1.35,3.31,"odd ratio (OR)",,,1,"MSA"
,"34455210_2","34455210","coq2 v393a",,"NULL","NULL",,,"multiple system atrophy",2.57,1.98,3.35,"odd ratio (OR)",,,1,"MSA"
,"34455210_3","34455210","multiple system atrophy",,"NULL","NULL",,,"multiple system atrophy",1.41,0.88,2.26,"odd ratio (OR)",,,1,"MSA"
,"34635668_1","34635668","hazard ratio",,"NULL","NULL",,,"atypical parkinsonism",2.83,1.6,5.03,"hazard ratio (HR)",,,1,"MSA"
,"34635668_2","34635668","age",,"NULL","NULL",,,"dementia",10,2.29,95,"hazard ratio (HR)",,,1,"MSA"
,"34635668_3","34635668",,,"NULL","NULL",,,,0.94,0.89,0.99,"hazard ratio (HR)",,,1,"MSA"
,"34635668_4","34635668",,,"NULL","NULL",,,,2.16,1.15,4.08,"hazard ratio (HR)",,,1,"MSA"
,"34635668_5","34635668","parkinson disease",,"NULL","NULL",,,"dementia",2.08,1.08,4,"hazard ratio (HR)",,,1,"MSA"
,"34635668_6","34635668",,,"NULL","NULL",,,,6.93,4.18,11.48,"hazard ratio (HR)",,,1,"MSA"
,"34635668_7","34635668","dementia",,"NULL","NULL",,,"mortality",3.76,2.65,5.35,"hazard ratio (HR)",,,1,"MSA"
,"34663646_1","34663646","young age",,"NULL","NULL",,,"fatigue",0.939,0.894,0.987,"odd ratio (OR)",,,1,"MSA"
,"34663646_2","34663646",,,"NULL","NULL",,,,2.806,1.253,6.286,"odd ratio (OR)",,,1,"MSA"
,"34663646_4","34663646","young age",,"NULL","NULL",,,"fatigue",3.391,1.066,10.788,"odd ratio (OR)",,,1,"MSA"
,"34663646_5","34663646","young age",,"NULL","NULL",,,"fatigue",1.159,1.043,1.287,"odd ratio (OR)",,,1,"MSA"
,"34764851_1","34764851",,,"NULL","NULL",,,,4.298,1.456,12.691,"odd ratio (OR)",,,1,"MSA"
,"34764851_2","34764851","risk factor",,"NULL","NULL",,,"cognitive impairment",6.952,1.39,34.774,"odd ratio (OR)",,,1,"MSA"
,"34868249_2","34868249",,,"NULL","NULL",,,,1.166,1.025,1.327,"odd ratio (OR)",,,1,"MSA"
,"34971021_1","34971021","male gender",,"NULL","NULL",,,"sudden death",0.56,0.34,0.94,"hazard ratio (HR)",,,1,"MSA"
,"34971021_2","34971021","hazard ratio",,"NULL","NULL",,,"mortality",1.04,1.02,1.06,"hazard ratio (HR)",,,1,"MSA"
,"34971021_3","34971021","daytime systolic blood pressure variability",,"NULL","NULL",,,"disease or medical condition",3.66,1.46,9.17,"hazard ratio (HR)",,,1,"MSA"
,"34971021_4","34971021","orthostatic hypotension treatment",,"NULL","NULL",,,"mortality",2.13,1.15,3.94,"hazard ratio (HR)",,,1,"MSA"
,"34987378_1","34987378","higher umultiple system atrophyrs scores",,"NULL","NULL",,,"cold hand sign in multiple system atrophy",3.701,1.765,7.76,"hazard ratio (HR)",,,1,"MSA"
,"35087473_1","35087473",,,"NULL","NULL",,,,1.06,1.02,1.11,"odd ratio (OR)",,,1,"MSA"
,"35462702_1","35462702","odd ratio",,"NULL","NULL",,,"freezing of gait",0.54,0.33,3.92,"odd ratio (OR)",,,1,"MSA"
,"35462702_2","35462702","odd ratio",,"NULL","NULL",,,"odds or risk of developing freezing  gait symptoms",0.54,0.37,0.78,"odd ratio (OR)",,,1,"MSA"
,"35462702_3","35462702","freezing of gait",,"NULL","NULL",,,"freezing of gait",0.96,0.93,0.99,"odd ratio (OR)",,,1,"MSA"
,"35462702_4","35462702","multiple system atrophy cerebellum subtype",,"NULL","NULL",,,"freezing of gait",2.99,1.22,7.33,"odd ratio (OR)",,,1,"MSA"
,"35462702_5","35462702","levodopa equivalent dose",,"NULL","NULL",,,"freezing of gait in multiple system atrophy",0.998,0.997,1,"odd ratio (OR)",,,1,"MSA"
,"35462702_6","35462702","lower quality of life scores",,"NULL","NULL",,,"higher rating of ataxia score",0.8,0.72,0.89,"odd ratio (OR)",,,1,"MSA"
,"35860494_1","35860494","history of pneumonia",,"NULL","NULL",,,"pneumonia",0.49,0.301,0.797,"odd ratio (OR)",,,1,"MSA"
,"35860494_2","35860494","infections",,"NULL","NULL",,,"infections",4.031,1.225,13.269,"odd ratio (OR)",,,1,"MSA"
,"36313023_1","36313023",,,"NULL","NULL",,,,1.312,1.093,1.575,"odd ratio (OR)",,,1,"MSA"
,"36313023_2","36313023","density lipoprotein ratio * 100",,"NULL","NULL",,,"multiple system atrophy",1.262,1.055,1.509,"odd ratio (OR)",,,1,"MSA"
,"36526431_1","36526431","hazard ratio",,"NULL","NULL",,,"dementia",0.86,0.8,0.93,"hazard ratio (HR)",,,1,"MSA"
,"36526431_2","36526431","early orthostatic hypotension",,"NULL","NULL",,,"cognitive impairment",0.59,0.42,0.83,"hazard ratio (HR)",,,1,"MSA"
,"36540145_1","36540145","outpatient palliative consultation",,"NULL","NULL",,,"dying",2.49,1.48,4.21,"odd ratio (OR)",,,1,"MSA"
,"36540145_2","36540145","duration of home care support",,"NULL","NULL",,,"dying",1.0007,1.0004,1.0009,"odd ratio (OR)",,,1,"MSA"
,"36585649_1","36585649","age group of 45 54 years",,"NULL","NULL","years",,"genitourinary syndrome of menopause",3.38,2.03,5.64,"odd ratio (OR)",,,1,"MSA"
,"36585649_2","36585649","age group 55 64 years",,"NULL","NULL","years",,"syndrome  menopause symptoms",8.63,5.09,14.64,"odd ratio (OR)",,,1,"MSA"
,"36585649_3","36585649","menopause",,"NULL","NULL",,,"menopause",2.2,1.71,2.85,"odd ratio (OR)",,,1,"MSA"
,"36585649_4","36585649","syndrome  menopause",,"NULL","NULL",,,"vaginal and vulvar atrophy",1.31,1,1.72,"odd ratio (OR)",,,1,"MSA"
,"36634471_1","36634471","nonmotor symptoms",,"NULL","NULL",,,"nonmotor symptoms",1.441,1.067,1.946,"odd ratio (OR)",,,1,"MSA"
,"36634471_2","36634471","constipation",,"NULL","NULL",,,"constipation",1.482,1.113,1.973,"odd ratio (OR)",,,1,"MSA"
,"36634471_3","36634471","cognitive impairment",,"NULL","NULL",,,"cognitive impairment",1.509,1.074,2.121,"odd ratio (OR)",,,1,"MSA"
,"36634471_4","36634471","drooling",,"NULL","NULL",,,"drooling",2.095,1.248,3.518,"odd ratio (OR)",,,1,"MSA"
,"37095443_1","37095443","longer axial length",,"NULL","NULL",,,"myopic maculopathy",4.517,3.273,6.235,"odd ratio (OR)",,,1,"MSA"
,"37095443_2","37095443","hypertension",,"NULL","NULL",,,"hypertension",3.46,1.152,10.391,"odd ratio (OR)",,,1,"MSA"
,"37095443_3","37095443","older age",,"NULL","NULL",,,"older age (>21 years).",1.084,1.036,1.134,"odd ratio (OR)",,,1,"MSA"
,"37401389_1","37401389","human leukocyte antigen drb1*11:01",,"NULL","NULL",,,"isolated rem sleep behavior disorder",1.57,1.27,1.93,"odd ratio (OR)",,,1,"MSA"
,"37401389_2","37401389","human leukocyte antigen drb1*70q",,"NULL","NULL",,,"isolated rem sleep behavior disorder",1.26,1.12,1.41,"odd ratio (OR)",,,1,"MSA"
,"37401389_3","37401389",,,"NULL","NULL",,,,0.81,0.72,0.91,"odd ratio (OR)",,,1,"MSA"
,"37401389_4","37401389","human leukocyte antigen drb1 71r",,"NULL","NULL",,,"isolated rem sleep behavior disorder",1.21,1.08,1.35,"odd ratio (OR)",,,1,"MSA"
